Week,Chg,"Player
Sort First:    Last:",Team,Opp,Att,Yard,TD,Rec,Yard,TD,FPts
1,,Cooper Kupp,LAR,BUF,0,0,0.0,8,106,1.0,16.6
1,,Ja'Marr Chase,CIN,PIT,0,0,0.0,8,98,1.0,15.8
1,,Deebo Samuel,SF,@CHI,6,32,0.0,5,65,1.0,15.7
1,,A.J. Brown,PHI,@DET,0,0,0.0,7,95,1.0,15.5
1,,Davante Adams,LV,@LAC,0,0,0.0,7,93,1.0,15.3
1,,Justin Jefferson,MIN,GB,0,0,0.0,6,93,1.0,15.3
1,,Marquise Brown,ARI,KC,2,9,0.0,6,82,1.0,15.1
1,,Keenan Allen,LAC,LV,0,0,0.0,8,87,1.0,14.7
1,,Courtland Sutton,DEN,@SEA,0,0,0.0,8,87,1.0,14.7
1,,Mike Evans,TB,@DAL,0,0,0.0,8,86,1.0,14.6
1,,Tyreek Hill,MIA,NE,2,9,0.0,5,73,1.0,14.2
1,,CeeDee Lamb,DAL,TB,0,0,0.0,6,82,1.0,14.2
1,,Darnell Mooney,CHI,SF,0,0,0.0,6,82,1.0,14.2
1,,Michael Pittman Jr.,IND,@HOU,0,0,0.0,6,82,1.0,14.2
1,,Amon-Ra St. Brown,DET,PHI,0,0,0.0,7,82,1.0,14.2
1,,Mike Williams,LAC,LV,0,0,0.0,6,79,1.0,13.9
1,,Rashod Bateman,BAL,@NYJ,0,0,0.0,6,78,1.0,13.8
1,,Allen Robinson,LAR,BUF,0,0,0.0,5,78,1.0,13.8
1,,Robert Woods,TEN,NYG,0,0,0.0,6,78,1.0,13.8
1,,Brandin Cooks,HOU,IND,0,0,0.0,6,77,1.0,13.7
1,,Gabe Davis,BUF,@LAR,0,0,0.0,6,77,1.0,13.7
1,,Terry McLaurin,WAS,JAC,0,0,0.0,6,77,1.0,13.7
1,,DK Metcalf,SEA,DEN,0,0,0.0,5,77,1.0,13.7
1,,Stefon Diggs,BUF,@LAR,0,0,0.0,7,75,1.0,13.5
1,,Tee Higgins,CIN,PIT,0,0,0.0,6,75,1.0,13.5
1,,Christian Kirk,JAC,@WAS,0,0,0.0,6,73,1.0,13.3
1,,Michael Thomas,NO,@ATL,0,0,0.0,5,73,1.0,13.3
1,,Marquez Valdes-Scantling,KC,@ARI,0,0,0.0,6,73,1.0,13.3
1,,Nico Collins,HOU,IND,0,0,0.0,6,72,1.0,13.2
1,,D.J. Moore,CAR,CLE,0,0,0.0,6,72,1.0,13.2
1,,Jerry Jeudy,DEN,@SEA,0,0,0.0,4,68,1.0,12.8
1,,Diontae Johnson,PIT,@CIN,0,0,0.0,5,66,1.0,12.6
1,,Elijah Moore,NYJ,BAL,0,0,0.0,4,66,1.0,12.6
1,,A.J. Green,ARI,KC,0,0,0.0,5,63,1.0,12.3
1,,Adam Thielen,MIN,GB,0,0,0.0,5,62,1.0,12.2
1,,DeVante Parker,NE,@MIA,0,0,0.0,5,59,1.0,11.9
1,,JuJu Smith-Schuster,KC,@ARI,0,0,0.0,4,54,1.0,11.4
1,,Corey Davis,NYJ,BAL,0,0,0.0,4,52,1.0,11.2
1,,Russell Gage,TB,@DAL,0,0,0.0,4,52,1.0,11.2
1,,DeVonta Smith,PHI,@DET,0,0,0.0,6,75,0.0,7.5
1,,Jaylen Waddle,MIA,NE,0,0,0.0,6,74,0.0,7.4
1,,Hunter Renfrow,LV,@LAC,0,0,0.0,6,69,0.0,6.9
1,,Brandon Aiyuk,SF,@CHI,0,0,0.0,5,64,0.0,6.4
1,,Tyler Lockett,SEA,DEN,0,0,0.0,5,64,0.0,6.4
1,,D.J. Chark,DET,PHI,0,0,0.0,5,62,0.0,6.2
1,,Sammy Watkins,GB,@MIN,0,0,0.0,5,61,0.0,6.1
1,,Wan'Dale Robinson,NYG,@TEN,2,10,0.0,4,49,0.0,5.9
1,,Drake London,ATL,NO,0,0,0.0,4,58,0.0,5.8
1,,Jakobi Meyers,NE,@MIA,0,0,0.0,4,58,0.0,5.8
1,,Amari Cooper,CLE,@CAR,0,0,0.0,4,55,0.0,5.5
2,,Cooper Kupp,LAR,ATL,0,0,0.0,8,109,1.0,16.9
2,,Justin Jefferson,MIN,@PHI,0,0,0.0,7,103,1.0,16.3
2,,Davante Adams,LV,ARI,0,0,0.0,8,101,1.0,16.1
2,,Ja'Marr Chase,CIN,@DAL,0,0,0.0,8,97,1.0,15.7
2,,A.J. Brown,PHI,MIN,0,0,0.0,7,92,1.0,15.2
2,,Tyreek Hill,MIA,@BAL,2,9,0.0,6,82,1.0,15.1
2,,Deebo Samuel,SF,SEA,8,41,1.0,4,50,0.0,15.1
2,,Mike Williams,LAC,@KC,0,0,0.0,7,89,1.0,14.9
2,,Stefon Diggs,BUF,TEN,0,0,0.0,7,85,1.0,14.5
2,,Mike Evans,TB,@NO,0,0,0.0,6,83,1.0,14.3
2,,Amon-Ra St. Brown,DET,WAS,0,0,0.0,7,83,1.0,14.3
2,,Courtland Sutton,DEN,HOU,0,0,0.0,7,83,1.0,14.3
2,,Marquise Brown,ARI,@LV,2,8,0.0,5,74,1.0,14.2
2,,Brandin Cooks,HOU,@DEN,0,0,0.0,6,76,1.0,13.6
2,,Christian Kirk,JAC,IND,0,0,0.0,6,76,1.0,13.6
2,,Rashod Bateman,BAL,MIA,0,0,0.0,5,74,1.0,13.4
2,,JuJu Smith-Schuster,KC,LAC,0,0,0.0,6,74,1.0,13.4
2,,Robert Woods,TEN,@BUF,0,0,0.0,5,74,1.0,13.4
2,,D.J. Moore,CAR,@NYG,0,0,0.0,6,73,1.0,13.3
2,,Darnell Mooney,CHI,@GB,0,0,0.0,6,72,1.0,13.2
2,,Allen Robinson,LAR,ATL,0,0,0.0,5,72,1.0,13.2
2,,Michael Thomas,NO,TB,0,0,0.0,5,72,1.0,13.2
2,,Terry McLaurin,WAS,@DET,0,0,0.0,6,71,1.0,13.1
2,,Jaylen Waddle,MIA,@BAL,0,0,0.0,6,69,1.0,12.9
2,,Jerry Jeudy,DEN,HOU,0,0,0.0,4,68,1.0,12.8
2,,CeeDee Lamb,DAL,CIN,0,0,0.0,5,67,1.0,12.7
2,,DK Metcalf,SEA,@SF,0,0,0.0,5,67,1.0,12.7
2,,Josh Palmer,LAC,@KC,0,0,0.0,5,65,1.0,12.5
2,,Gabe Davis,BUF,TEN,0,0,0.0,5,64,1.0,12.4
2,,Drake London,ATL,@LAR,0,0,0.0,5,64,1.0,12.4
2,,Diontae Johnson,PIT,NE,0,0,0.0,5,63,1.0,12.3
2,,Elijah Moore,NYJ,@CLE,0,0,0.0,4,63,1.0,12.3
2,,Marquez Valdes-Scantling,KC,LAC,0,0,0.0,5,59,1.0,11.9
2,,Adam Thielen,MIN,@PHI,0,0,0.0,5,58,1.0,11.8
2,,Brandon Aiyuk,SF,SEA,0,0,0.0,4,55,1.0,11.5
2,,Tee Higgins,CIN,@DAL,0,0,0.0,4,55,1.0,11.5
2,,Jahan Dotson,WAS,@DET,0,0,0.0,4,52,1.0,11.2
2,,Allen Lazard,GB,CHI,0,0,0.0,4,47,1.0,10.7
2,,Jakobi Meyers,NE,@PIT,0,0,0.0,4,64,0.0,6.4
2,,Nico Collins,HOU,@DEN,0,0,0.0,5,63,0.0,6.3
2,,Chase Claypool,PIT,NE,3,15,0.0,3,47,0.0,6.2
2,,D.J. Chark,DET,WAS,0,0,0.0,5,61,0.0,6.1
2,,Greg Dortch,ARI,@LV,0,0,0.0,6,61,0.0,6.1
2,,DeVonta Smith,PHI,MIN,0,0,0.0,5,61,0.0,6.1
2,,Russell Gage,TB,@NO,0,0,0.0,5,60,0.0,6.0
2,,Jarvis Landry,NO,TB,0,0,0.0,5,59,0.0,5.9
2,,Tyler Lockett,SEA,@SF,0,0,0.0,4,59,0.0,5.9
2,,Curtis Samuel,WAS,@DET,0,0,0.0,6,58,0.0,5.8
2,,Parris Campbell,IND,@JAC,0,0,0.0,4,57,0.0,5.7
2,,Robbie Chosen,CAR,@NYG,0,0,0.0,5,56,0.0,5.6
3,,Cooper Kupp,LAR,@ARI,0,0,0.0,8,107,1.0,16.7
3,,Justin Jefferson,MIN,DET,0,0,0.0,7,104,1.0,16.4
3,,Davante Adams,LV,@TEN,0,0,0.0,8,96,1.0,15.6
3,,Deebo Samuel,SF,@DEN,8,44,0.0,4,52,1.0,15.6
3,,Ja'Marr Chase,CIN,@NYJ,0,0,0.0,7,94,1.0,15.4
3,,A.J. Brown,PHI,@WAS,0,0,0.0,7,90,1.0,15.0
3,,Stefon Diggs,BUF,@MIA,0,0,0.0,8,90,1.0,15.0
3,,Tyreek Hill,MIA,BUF,2,9,0.0,6,80,1.0,14.9
3,,Amon-Ra St. Brown,DET,@MIN,0,0,0.0,8,88,1.0,14.8
3,,Courtland Sutton,DEN,SF,0,0,0.0,7,85,1.0,14.5
3,,Christian Kirk,JAC,@LAC,0,0,0.0,6,78,1.0,13.8
3,,Mike Williams,LAC,JAC,0,0,0.0,6,78,1.0,13.8
3,,JuJu Smith-Schuster,KC,@IND,0,0,0.0,6,77,1.0,13.7
3,,Jaylen Waddle,MIA,BUF,0,0,0.0,7,77,1.0,13.7
3,,Brandin Cooks,HOU,@CHI,0,0,0.0,5,74,1.0,13.4
3,,Michael Thomas,NO,@CAR,0,0,0.0,5,74,1.0,13.4
3,,Rashod Bateman,BAL,@NE,0,0,0.0,5,71,1.0,13.1
3,,Drake London,ATL,@SEA,0,0,0.0,5,70,1.0,13.0
3,,Terry McLaurin,WAS,PHI,0,0,0.0,5,70,1.0,13.0
3,,Michael Pittman Jr.,IND,KC,0,0,0.0,5,70,1.0,13.0
3,,CeeDee Lamb,DAL,@NYG,0,0,0.0,5,69,1.0,12.9
3,,DK Metcalf,SEA,ATL,0,0,0.0,5,67,1.0,12.7
3,,D.J. Moore,CAR,NO,0,0,0.0,5,67,1.0,12.7
3,,Gabe Davis,BUF,@MIA,0,0,0.0,5,63,1.0,12.3
3,,Tee Higgins,CIN,@NYJ,0,0,0.0,5,63,1.0,12.3
3,,Diontae Johnson,PIT,@CLE,0,0,0.0,5,62,1.0,12.2
3,,Allen Lazard,GB,@TB,0,0,0.0,6,62,1.0,12.2
3,,Adam Thielen,MIN,DET,0,0,0.0,5,62,1.0,12.2
3,,Nelson Agholor,NE,BAL,0,0,0.0,5,60,1.0,12.0
3,,Brandon Aiyuk,SF,@DEN,0,0,0.0,5,60,1.0,12.0
3,,Sterling Shepard,NYG,DAL,0,0,0.0,5,58,1.0,11.8
3,,Elijah Moore,NYJ,CIN,0,0,0.0,4,56,1.0,11.6
3,,Chris Olave,NO,@CAR,0,0,0.0,5,55,1.0,11.5
3,,Allen Robinson,LAR,@ARI,0,0,0.0,4,55,1.0,11.5
3,,Amari Cooper,CLE,PIT,0,0,0.0,4,54,1.0,11.4
3,,Treylon Burks,TEN,LV,0,0,0.0,4,52,1.0,11.2
3,,Corey Davis,NYJ,CIN,0,0,0.0,4,52,1.0,11.2
3,,Curtis Samuel,WAS,PHI,2,9,0.0,7,65,0.0,7.4
3,,Marquise Brown,ARI,LAR,2,8,0.0,4,58,0.0,6.6
3,,Robbie Chosen,CAR,NO,0,0,0.0,6,64,0.0,6.4
3,,Breshad Perriman,TB,GB,0,0,0.0,5,64,0.0,6.4
3,,DeVonta Smith,PHI,@WAS,0,0,0.0,5,64,0.0,6.4
3,,Tyler Lockett,SEA,ATL,0,0,0.0,4,60,0.0,6.0
3,,Chase Claypool,PIT,@CLE,3,15,0.0,3,42,0.0,5.7
3,,Russell Gage,TB,GB,0,0,0.0,5,57,0.0,5.7
3,,Marquez Valdes-Scantling,KC,@IND,0,0,0.0,5,57,0.0,5.7
3,,Greg Dortch,ARI,LAR,0,0,0.0,5,56,0.0,5.6
3,,Jarvis Landry,NO,@CAR,0,0,0.0,5,56,0.0,5.6
3,,D.J. Chark,DET,@MIN,0,0,0.0,4,55,0.0,5.5
3,,Jerry Jeudy,DEN,SF,0,0,0.0,4,55,0.0,5.5
4,,Cooper Kupp,LAR,@SF,0,0,0.0,8,102,1.0,16.2
4,,Stefon Diggs,BUF,@BAL,0,0,0.0,8,97,1.0,15.7
4,,Tyreek Hill,MIA,@CIN,2,9,0.0,6,85,1.0,15.4
4,,Deebo Samuel,SF,LAR,7,37,1.0,4,57,0.0,15.4
4,,Ja'Marr Chase,CIN,MIA,0,0,0.0,7,93,1.0,15.3
4,,Courtland Sutton,DEN,@LV,0,0,0.0,8,88,1.0,14.8
4,,Davante Adams,LV,DEN,0,0,0.0,7,86,1.0,14.6
4,,A.J. Brown,PHI,JAC,0,0,0.0,6,86,1.0,14.6
4,,Justin Jefferson,MIN,@NO,0,0,0.0,6,85,1.0,14.5
4,,Marquise Brown,ARI,@CAR,2,7,0.0,5,74,1.0,14.1
4,,Christian Kirk,JAC,@PHI,0,0,0.0,6,79,1.0,13.9
4,,Michael Pittman Jr.,IND,TEN,0,0,0.0,6,79,1.0,13.9
4,,Jaylen Waddle,MIA,@CIN,0,0,0.0,6,78,1.0,13.8
4,,Mike Evans,TB,KC,0,0,0.0,6,77,1.0,13.7
4,,Mike Williams,LAC,@HOU,0,0,0.0,6,77,1.0,13.7
4,,CeeDee Lamb,DAL,WAS,0,0,0.0,6,75,1.0,13.5
4,,Tyler Lockett,SEA,@DET,0,0,0.0,6,75,1.0,13.5
4,,Chris Olave,NO,MIN,0,0,0.0,6,75,1.0,13.5
4,,Drake London,ATL,CLE,0,0,0.0,6,74,1.0,13.4
4,,JuJu Smith-Schuster,KC,@TB,0,0,0.0,6,74,1.0,13.4
4,,Amari Cooper,CLE,@ATL,0,0,0.0,6,73,1.0,13.3
4,,Josh Reynolds,DET,SEA,0,0,0.0,6,73,1.0,13.3
4,,Terry McLaurin,WAS,@DAL,0,0,0.0,6,72,1.0,13.2
4,,Diontae Johnson,PIT,NYJ,0,0,0.0,6,70,1.0,13.0
4,,Tee Higgins,CIN,MIA,0,0,0.0,5,69,1.0,12.9
4,,Rashod Bateman,BAL,BUF,0,0,0.0,4,67,1.0,12.7
4,,Brandin Cooks,HOU,LAC,0,0,0.0,5,67,1.0,12.7
4,,Gabe Davis,BUF,@BAL,0,0,0.0,5,67,1.0,12.7
4,,DK Metcalf,SEA,@DET,0,0,0.0,5,67,1.0,12.7
4,,Allen Lazard,GB,NE,0,0,0.0,6,65,1.0,12.5
4,,Chris Godwin,TB,KC,0,0,0.0,4,62,1.0,12.2
4,,Garrett Wilson,NYJ,@PIT,0,0,0.0,4,62,1.0,12.2
4,,Romeo Doubs,GB,NE,0,0,0.0,5,60,1.0,12.0
4,,D.J. Moore,CAR,ARI,2,7,0.0,5,60,0.0,6.7
4,,Greg Dortch,ARI,@CAR,0,0,0.0,6,66,0.0,6.6
4,,Jerry Jeudy,DEN,@LV,0,0,0.0,4,66,0.0,6.6
4,,Curtis Samuel,WAS,@DAL,3,11,0.0,6,55,0.0,6.6
4,,DeVonta Smith,PHI,JAC,0,0,0.0,5,66,0.0,6.6
4,,Jarvis Landry,NO,MIN,0,0,0.0,6,64,0.0,6.4
4,,Josh Palmer,LAC,@HOU,0,0,0.0,5,64,0.0,6.4
4,,Brandon Aiyuk,SF,LAR,0,0,0.0,5,61,0.0,6.1
4,,Adam Thielen,MIN,@NO,0,0,0.0,5,61,0.0,6.1
4,,Chase Claypool,PIT,NYJ,3,15,0.0,3,44,0.0,5.9
4,,DeVante Parker,NE,@GB,0,0,0.0,5,59,0.0,5.9
4,,Robert Woods,TEN,@IND,0,0,0.0,5,58,0.0,5.8
4,,Elijah Moore,NYJ,@PIT,0,0,0.0,4,56,0.0,5.6
4,,Mack Hollins,LV,DEN,0,0,0.0,4,55,0.0,5.5
4,,Devin Duvernay,BAL,BUF,0,0,0.0,4,52,0.0,5.2
4,,Treylon Burks,TEN,@IND,0,0,0.0,4,50,0.0,5.0
4,,Allen Robinson,LAR,@SF,0,0,0.0,3,50,0.0,5.0
5,,Tyreek Hill,MIA,@NYJ,2,9,0.0,7,95,1.0,16.4
5,,Cooper Kupp,LAR,DAL,0,0,0.0,8,104,1.0,16.4
5,,Deebo Samuel,SF,@CAR,6,34,1.0,5,67,0.0,16.1
5,,A.J. Brown,PHI,@ARI,0,0,0.0,7,94,1.0,15.4
5,,Justin Jefferson,MIN,CHI,0,0,0.0,6,94,1.0,15.4
5,,Davante Adams,LV,@KC,0,0,0.0,7,93,1.0,15.3
5,,Stefon Diggs,BUF,PIT,0,0,0.0,7,93,1.0,15.3
5,,Ja'Marr Chase,CIN,@BAL,0,0,0.0,7,92,1.0,15.2
5,,Mike Evans,TB,ATL,0,0,0.0,6,87,1.0,14.7
5,,Chris Godwin,TB,ATL,0,0,0.0,6,80,1.0,14.0
5,,Christian Kirk,JAC,HOU,0,0,0.0,6,80,1.0,14.0
5,,Curtis Samuel,WAS,TEN,3,11,0.0,7,69,1.0,14.0
5,,Chris Olave,NO,SEA,0,0,0.0,6,79,1.0,13.9
5,,Courtland Sutton,DEN,IND,0,0,0.0,7,78,1.0,13.8
5,,Terry McLaurin,WAS,TEN,0,0,0.0,6,77,1.0,13.7
5,,Jaylen Waddle,MIA,@NYJ,0,0,0.0,6,77,1.0,13.7
5,,Mike Williams,LAC,@CLE,0,0,0.0,6,76,1.0,13.6
5,,Marquise Brown,ARI,PHI,0,0,0.0,5,75,1.0,13.5
5,,Tee Higgins,CIN,@BAL,0,0,0.0,5,74,1.0,13.4
5,,Michael Pittman Jr.,IND,@DEN,0,0,0.0,5,73,1.0,13.3
5,,CeeDee Lamb,DAL,@LAR,0,0,0.0,5,72,1.0,13.2
5,,Tyler Lockett,SEA,@NO,0,0,0.0,6,72,1.0,13.2
5,,DeVonta Smith,PHI,@ARI,0,0,0.0,5,72,1.0,13.2
5,,Drake London,ATL,@TB,0,0,0.0,5,71,1.0,13.1
5,,Gabe Davis,BUF,PIT,0,0,0.0,5,68,1.0,12.8
5,,Josh Reynolds,DET,@NE,0,0,0.0,5,68,1.0,12.8
5,,Brandin Cooks,HOU,@JAC,0,0,0.0,5,65,1.0,12.5
5,,Romeo Doubs,GB,NYG,0,0,0.0,5,65,1.0,12.5
5,,JuJu Smith-Schuster,KC,LV,0,0,0.0,5,65,1.0,12.5
5,,Robert Woods,TEN,@WAS,0,0,0.0,6,65,1.0,12.5
5,,Amari Cooper,CLE,LAC,0,0,0.0,5,64,1.0,12.4
5,,Diontae Johnson,PIT,@BUF,0,0,0.0,6,64,1.0,12.4
5,,DK Metcalf,SEA,@NO,0,0,0.0,5,64,1.0,12.4
5,,Adam Thielen,MIN,CHI,0,0,0.0,5,63,1.0,12.3
5,,Garrett Wilson,NYJ,MIA,0,0,0.0,4,60,1.0,12.0
5,,Devin Duvernay,BAL,CIN,0,0,0.0,4,53,1.0,11.3
5,,Jerry Jeudy,DEN,IND,0,0,0.0,4,65,0.0,6.5
5,,Mack Hollins,LV,@KC,0,0,0.0,5,62,0.0,6.2
5,,Allen Lazard,GB,NYG,0,0,0.0,6,62,0.0,6.2
5,,D.J. Moore,CAR,SF,2,7,0.0,4,54,0.0,6.1
5,,Josh Palmer,LAC,@CLE,0,0,0.0,4,55,0.0,5.5
5,,Amon-Ra St. Brown,DET,@NE,0,0,0.0,5,55,0.0,5.5
5,,Elijah Moore,NYJ,MIA,0,0,0.0,3,54,0.0,5.4
5,,Darnell Mooney,CHI,@MIN,0,0,0.0,4,52,0.0,5.2
5,,George Pickens,PIT,@BUF,0,0,0.0,5,52,0.0,5.2
5,,Brandon Aiyuk,SF,@CAR,0,0,0.0,4,50,0.0,5.0
5,,Tre'Quan Smith,NO,SEA,0,0,0.0,4,49,0.0,4.9
5,,Noah Brown,DAL,@LAR,0,0,0.0,3,47,0.0,4.7
5,,Nico Collins,HOU,@JAC,0,0,0.0,4,47,0.0,4.7
5,,Rondale Moore,ARI,PHI,1,7,0.0,4,39,0.0,4.6
6,,Cooper Kupp,LAR,CAR,0,0,0.0,8,103,1.0,16.3
6,,Deebo Samuel,SF,@ATL,6,32,0.0,5,70,1.0,16.2
6,,Stefon Diggs,BUF,@KC,0,0,0.0,8,96,1.0,15.6
6,,Justin Jefferson,MIN,@MIA,0,0,0.0,6,96,1.0,15.6
6,,Tyreek Hill,MIA,MIN,2,9,0.0,6,80,1.0,14.9
6,,Mike Evans,TB,@PIT,0,0,0.0,6,83,1.0,14.3
6,,A.J. Brown,PHI,DAL,0,0,0.0,6,82,1.0,14.2
6,,Mike Williams,LAC,DEN,0,0,0.0,6,82,1.0,14.2
6,,Ja'Marr Chase,CIN,@NO,0,0,0.0,6,80,1.0,14.0
6,,Marquise Brown,ARI,@SEA,0,0,0.0,5,78,1.0,13.8
6,,Tyler Lockett,SEA,ARI,0,0,0.0,7,77,1.0,13.7
6,,Courtland Sutton,DEN,@LAC,0,0,0.0,7,77,1.0,13.7
6,,Chris Godwin,TB,@PIT,0,0,0.0,6,76,1.0,13.6
6,,Christian Kirk,JAC,@IND,0,0,0.0,6,76,1.0,13.6
6,,CeeDee Lamb,DAL,@PHI,0,0,0.0,6,76,1.0,13.6
6,,DK Metcalf,SEA,ARI,0,0,0.0,6,75,1.0,13.5
6,,Terry McLaurin,WAS,@CHI,0,0,0.0,6,71,1.0,13.1
6,,Gabe Davis,BUF,@KC,0,0,0.0,5,70,1.0,13.0
6,,Jakobi Meyers,NE,@CLE,0,0,0.0,4,68,1.0,12.8
6,,Marquez Valdes-Scantling,KC,BUF,0,0,0.0,5,68,1.0,12.8
6,,Amari Cooper,CLE,NE,0,0,0.0,5,67,1.0,12.7
6,,Romeo Doubs,GB,NYJ,0,0,0.0,5,67,1.0,12.7
6,,JuJu Smith-Schuster,KC,BUF,0,0,0.0,5,67,1.0,12.7
6,,Drake London,ATL,SF,0,0,0.0,5,66,1.0,12.6
6,,Michael Pittman Jr.,IND,JAC,0,0,0.0,5,66,1.0,12.6
6,,Diontae Johnson,PIT,TB,0,0,0.0,6,64,1.0,12.4
6,,Allen Lazard,GB,NYJ,0,0,0.0,6,60,1.0,12.0
6,,Darnell Mooney,CHI,WAS,0,0,0.0,5,60,1.0,12.0
6,,Tyler Boyd,CIN,@NO,0,0,0.0,5,53,1.0,11.3
6,,Curtis Samuel,WAS,@CHI,2,11,0.0,7,64,0.0,7.5
6,,Devin Duvernay,BAL,@NYG,0,0,0.0,5,66,0.0,6.6
6,,DeVonta Smith,PHI,DAL,0,0,0.0,5,66,0.0,6.6
6,,Jaylen Waddle,MIA,MIN,0,0,0.0,5,65,0.0,6.5
6,,D.J. Moore,CAR,@LAR,2,7,0.0,5,57,0.0,6.4
6,,Rondale Moore,ARI,@SEA,1,7,0.0,5,56,0.0,6.3
6,,Jerry Jeudy,DEN,@LAC,0,0,0.0,4,62,0.0,6.2
6,,Marquez Callaway,NO,CIN,0,0,0.0,4,59,0.0,5.9
6,,Adam Thielen,MIN,@MIA,0,0,0.0,5,57,0.0,5.7
6,,George Pickens,PIT,TB,0,0,0.0,5,55,0.0,5.5
6,,Tee Higgins,CIN,@NO,0,0,0.0,4,54,0.0,5.4
6,,Elijah Moore,NYJ,@GB,0,0,0.0,3,54,0.0,5.4
6,,Josh Palmer,LAC,DEN,0,0,0.0,4,53,0.0,5.3
6,,Michael Gallup,DAL,@PHI,0,0,0.0,5,52,0.0,5.2
6,,Tre'Quan Smith,NO,CIN,0,0,0.0,4,52,0.0,5.2
6,,Garrett Wilson,NYJ,@GB,0,0,0.0,4,52,0.0,5.2
6,,Zay Jones,JAC,@IND,0,0,0.0,4,47,0.0,4.7
6,,Ben Skowronek,LAR,CAR,0,0,0.0,4,47,0.0,4.7
6,,Brandon Aiyuk,SF,@ATL,0,0,0.0,4,46,0.0,4.6
6,,Chase Claypool,PIT,TB,3,15,0.0,2,29,0.0,4.4
6,,Randall Cobb,GB,NYJ,0,0,0.0,3,42,0.0,4.2
7,,Deebo Samuel,SF,KC,4,22,0.0,6,77,1.0,15.9
7,,Tyreek Hill,MIA,PIT,2,9,0.0,7,89,1.0,15.8
7,,Davante Adams,LV,HOU,0,0,0.0,7,92,1.0,15.2
7,,Ja'Marr Chase,CIN,ATL,0,0,0.0,6,87,1.0,14.7
7,,Mike Evans,TB,@CAR,0,0,0.0,6,86,1.0,14.6
7,,Mike Williams,LAC,SEA,0,0,0.0,6,86,1.0,14.6
7,,CeeDee Lamb,DAL,DET,0,0,0.0,6,81,1.0,14.1
7,,DK Metcalf,SEA,@LAC,0,0,0.0,6,81,1.0,14.1
7,,Chris Godwin,TB,@CAR,0,0,0.0,6,77,1.0,13.7
7,,Michael Pittman Jr.,IND,@TEN,0,0,0.0,6,77,1.0,13.7
7,,Amon-Ra St. Brown,DET,@DAL,0,0,0.0,6,74,1.0,13.4
7,,Jaylen Waddle,MIA,PIT,0,0,0.0,5,73,1.0,13.3
7,,Courtland Sutton,DEN,NYJ,0,0,0.0,6,70,1.0,13.0
7,,Amari Cooper,CLE,@BAL,0,0,0.0,5,68,1.0,12.8
7,,Jakobi Meyers,NE,CHI,0,0,0.0,4,68,1.0,12.8
7,,Christian Kirk,JAC,NYG,0,0,0.0,5,67,1.0,12.7
7,,JuJu Smith-Schuster,KC,@SF,0,0,0.0,5,67,1.0,12.7
7,,DeAndre Hopkins,ARI,NO,0,0,0.0,5,65,1.0,12.5
7,,Brandin Cooks,HOU,@LV,0,0,0.0,5,64,1.0,12.4
7,,Diontae Johnson,PIT,@MIA,0,0,0.0,6,64,1.0,12.4
7,,Allen Lazard,GB,@WAS,0,0,0.0,6,64,1.0,12.4
7,,Chris Olave,NO,@ARI,0,0,0.0,5,64,1.0,12.4
7,,Drake London,ATL,@CIN,0,0,0.0,5,63,1.0,12.3
7,,Tee Higgins,CIN,ATL,0,0,0.0,4,60,1.0,12.0
7,,Michael Gallup,DAL,DET,0,0,0.0,5,59,1.0,11.9
7,,George Pickens,PIT,@MIA,0,0,0.0,6,59,1.0,11.9
7,,Corey Davis,NYJ,@DEN,0,0,0.0,5,57,1.0,11.7
7,,Curtis Samuel,WAS,GB,2,11,0.0,7,64,0.0,7.5
