Week,Player,Game,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
4,Julio Jones,KC@TB,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
4,Ray Ray McCloud,LA@SF,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
4,Gunner Olszewski,NYJ@PIT,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,K.J. Osborn,MIN@NO,0.00,0,0,0,0,0,0,1,-1,0,0,1,6,0,0,0,0
4,Allen Robinson,LA@SF,0.00,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
4,Laviska Shenault,ARI@CAR,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,David Sills,CHI@NYG,0.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
4,Montrell Washington,DEN@LV,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
4,Deonte Harty,MIN@NO,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Richie James,CHI@NYG,-1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0
4,Velus Jones,CHI@NYG,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
